;1899;1997;1997;1997;1998;1998;1998;1998;1998;1998;1998;1998;1999;1999;1999;1999;1999;1999;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2001;2001;2001;2001;2001;2001;2001;2001;2001;2001;2001;2001;2002;2002;2002;2002;2002;2002;2002;2002;2002;2002;2002;2002;2003;2003;2003;2003;2003;2003;2003;2003;2003;2003;2003;2003;2004;2004;2004;2004;2004;2004;2004;2004;2004;2004;2004;2004;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2006;2006;2006;2006;2006;2006;2006;2006;2006;2006;2006;2006;2007;2007;2007;2007;2007;2007;2007;2007;2007;2007;2007
;1;3;6;7;1;11;12;3;4;5;6;7;12;2;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;12;2;3;4;5;6;7;8;9;1;10;11;2;3;4;5;6;7;8;9
Codigo_municipio_expuls;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo;Masivo
05411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05440;;;;;;;;;;;;;;;;;;;;;;;;242;;;;;;;;;213;;;;;;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;829;;;;;;;;;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;;
05480;;;;;;;;;;;;;;;32;;;;;;;;;325;;197;22;;;;;;;;;269;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;270;;27;;;;;;;61;;73;;;;;9;4;88;132;531;
05483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;;;;;;;;;;;;874;;;;;;5;;;;;;
05490;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186;;;;;;;;1;;;;;369
05495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;15;
05501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05541;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5789;;;;;;;;;;;;;;;;;;;;;;;;;;;135;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;254;;;;;
05607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1188;;;;;;;;;;;;;;;;;;;;;;;;
05642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
