DANE,Contributivo
76736,8939
76823,2463
76828,1830
76834,103965
76845,734
76863,1231
76869,2148
76890,3375
76892,44152
76895,20714
81001,22346
81065,1785
81220,229
81300,418
81591,191
81736,6910
81794,3678
85001,55134
85010,8923
85015,88
85125,575
85136,69
85139,2155
85162,2940
85225,481
85230,1165
85250,3169
85263,614
85279,101
85300,535
85315,98
85325,546
85400,661
85410,5079
85430,973
85440,12232
86001,11407
86219,124
86320,6764
86568,11038
86569,284
86571,368
86573,1060
86749,2909
86755,84
86757,487
86760,97
86865,2085
86885,1196
88001,30180
88564,1185
91001,11000
91540,82
94001,2834
95001,9565
95015,370
95025,466
95200,175
97001,1924
97161,38
97666,0
99001,4201
99524,9
99624,2
99773,402
