dane,Contributivo
25758,13133
25769,7253
25772,8573
25777,236
25779,248
25781,1193
25785,7419
25793,1157
25797,262
25799,11320
25805,154
25807,40
25815,1629
25817,20381
25823,23
25839,536
25841,299
25843,29537
25845,491
25851,340
25862,313
25867,135
25871,56
25873,2383
25875,8995
25878,594
25885,442
25898,442
25899,79522
27001,30894
27006,850
27025,53
27050,128
27073,128
27075,186
27077,42
27099,27
27135,51
27150,37
27160,9
27205,1034
27245,554
27250,32
27361,3474
27372,27
27413,54
27425,6
27430,23
27450,62
27491,85
27495,109
27580,6
27600,8
27615,687
27660,120
27745,32
27787,461
27800,654
27810,87
41001,173778
41006,231
41013,565
41016,2011
41020,403
41026,144
41078,638
41132,6515
41206,319
41244,75
41298,14706
41306,3493
41319,1179
41349,192
41357,493
41359,711
41378,579
41396,9954
41483,105
41503,210
41518,213
41524,1607
41530,147
41548,561
41551,30074
41615,1542
41660,287
41668,1593
41676,407
41770,839
41791,887
41797,892
41799,382
41801,364
41807,824
41872,321
41885,1835
44001,59257
44035,6140
44078,7960
44090,1001
44098,470
44110,495
44279,10618
44378,4059
44420,45
44430,26477
44560,1074
44650,10609
44847,3145
44855,1341
44874,5207
47001,223250
47030,2977
47053,10223
47058,410
47161,132
47170,638
47189,42807
47205,18
47245,4959
47258,123
47268,803
47288,27725
47318,617
47460,8
47541,37
47545,86
47551,1882
47555,9955
47570,473
47605,40
47660,145
47675,74
47692,190
47703,73
47707,769
47720,207
47745,322
47798,76
47960,10
47980,10815
50001,224223
50006,29784
50110,129
50124,253
50150,2294
50223,226
50226,9023
50245,131
50251,119
50270,300
50287,970
50313,16866
50318,973
50325,244
50330,344
50350,327
50370,316
50400,196
50450,104
50568,7572
50573,7461
50577,710
50590,312
50606,3766
50680,2278
50683,240
50686,131
50689,8633
50711,484
52001,160000
52019,161
52022,81
52036,157
52051,83
52079,940
52083,165
52110,400
52203,235
52207,129
52210,57
52215,109
52224,54
52227,184
52233,241
52240,264
52250,138
52254,10
52256,180
52258,159
52260,300
52287,75
52317,147
52320,84
52323,18
52352,47
52354,42
52356,25782
52378,762
52381,94
52385,86
52390,25
52399,3009
52405,34
52411,164
52418,111
52427,25
52435,36
52473,214
52480,54
52490,131
52506,49
52520,30
52540,210
52560,47
52565,25
52573,118
52585,145
52612,357
52621,25
52678,2414
52683,733
52685,43
52687,219
52693,848
52694,63
52696,34
52699,47
52720,25
52786,114
52788,108
52835,26684
52838,7195
52885,119
54001,321399
54003,400
54051,275
54099,238
54109,84
54125,11
54128,216
54172,775
54174,64
54206,287
54223,76
54239,97
54245,207
54250,31
54261,1010
54313,507
54344,48
54347,93
54377,130
54385,145
54398,55
54405,9203
54418,83
54480,20
54498,31606
54518,20327
54520,63
54553,55
54599,76
54660,276
54670,83
54673,172
54680,98
54720,897
54743,15
54800,77
54810,5506
54820,853
54871,104
54874,5691
63001,153016
63111,262
63130,20365
63190,4644
63212,485
63272,1979
63302,889
63401,7893
63470,7960
63548,919
63594,7812
63690,1078
66001,283832
66045,1863
66075,646
66088,3985
66170,94692
66318,866
66383,735
66400,16184
66440,3094
66456,835
66572,583
66594,1458
66682,28640
66687,2259
68001,425371
68013,77
68020,52
68051,388
68077,12160
68079,283
68081,95479
68092,305
68101,384
68121,41
68132,857
68147,148
68152,68
68160,91
68162,359
68167,963
68169,152
68176,170
68179,122
68190,4034
68207,195
68209,63
68211,760
68217,48
68229,480
68235,895
68245,102
68250,115
68255,1911
68264,26
68266,103
68271,105
68276,131208
68296,170
68298,84
68307,46625
68318,176
68320,662
68322,102
68324,106
68327,292
68344,27
68368,81
68370,3
68377,276
68385,573
68397,190
68406,12185
68418,1515
68425,60
68432,6871
68444,278
68464,704
68468,60
68498,65
68500,1570
68502,226
68522,28
68524,50
68533,99
68547,49009
68549,166
68572,2099
68573,161
68575,12906
68615,2760
68655,6194
68669,411
68673,59
68679,37040
68682,64
68684,103
68686,50
68689,6397
68705,38
68720,61
68745,374
68755,14008
68770,764
68773,216
68780,264
68820,203
68855,169
68861,4602
68867,533
68872,213
68895,1496
70001,101744
70110,196
70124,285
70204,30
70215,14738
70221,848
70230,10
70233,8
70235,220
70265,300
70400,588
70418,666
70429,1267
70473,259
70508,1686
70523,66
70670,2442
70678,390
70702,239
70708,4108
70713,2965
70717,1387
70742,2638
70771,373
70820,8110
70823,1400
73001,284606
73024,321
73026,585
73030,1880
73043,194
73055,1292
73067,577
73124,2566
73148,829
73152,134
73168,9716
73200,246
73217,692
73226,273
73236,309
73268,34609
73270,277
73275,3301
73283,4296
73319,1975
73347,62
73349,9626
73352,455
73408,5377
73411,7179
73443,11357
73449,14504
73461,103
73483,382
73504,1157
73520,232
73547,670
73555,651
73563,556
73585,2844
73616,228
73622,277
73624,666
73671,987
73675,360
73678,299
73686,608
73770,100
73854,108
73861,1466
73870,290
73873,177
76001,1331681
76020,1921
76036,5628
76041,3245
76054,531
76100,1348
76109,88086
76111,69064
76113,7748
76122,8657
76126,3783
76130,34953
76147,67805
76233,6389
76243,655
76246,591
76248,23947
76250,925
76275,29420
76306,6181
76318,13390
76364,40791
76377,1390
76400,8628
76403,3602
76497,2503
76520,167474
76563,23225
76606,4150
76616,3622
76622,11224
76670,3792
76736,8501
76823,2452
76828,1800
76834,103011
76845,772
76863,1190
76869,1969
76890,3410
76892,45410
76895,19887
81001,19932
81065,1573
81220,175
81300,379
81591,145
81736,5926
81794,3503
85001,54881
85010,8458
85015,67
85125,664
85136,60
85139,1918
85162,3749
85225,668
85230,1070
85250,2814
85263,823
85279,73
85300,568
85315,116
85325,674
85400,326
85410,4717
85430,834
85440,11620
86001,11086
86219,133
86320,5890
86568,10657
86569,404
86571,365
86573,1059
86749,2777
86755,102
86757,428
86760,74
86865,1567
86885,1586
88001,28397
88564,1323
91001,10424
91540,64
94001,3121
95001,9547
95015,284
95025,391
95200,163
97001,2272
97161,16
97666,0
99001,4089
99524,9
99624,7
99773,67
