código,2009
91,0.79
05,0.91
81,0.87
08,0.73
13,0.76
15,0.83
17,0.88
18,0.64
85,0.84
19,0.84
20,0.77
27,0.85
23,0.83
25,0.82
94,0.54
95,0.56
41,0.78
44,0.78
47,0.78
50,0.86
52,0.82
54,0.73
86,0.72
63,0.88
66,0.83
88,0.73
68,0.80
70,0.81
73,0.80
76,0.91
99,0.57
97,0.41
