DANE,Subsidiado
27361,18727
27372,2765
27413,7780
27425,5749
27430,7848
27450,5343
27491,5518
27495,6228
27580,4441
27600,6258
27615,15565
27660,4277
27745,2883
27787,15397
27800,9539
27810,3364
41001,133351
41006,23078
41013,7076
41016,11833
41020,18758
41026,2463
41078,6907
41132,21998
41206,7127
41244,2800
41298,45355
41306,18617
41319,15021
41349,5013
41357,7512
41359,20590
41378,11555
41396,39230
41483,4426
41503,9143
41518,3975
41524,14941
41530,9559
41548,8795
41551,74393
41615,12167
41660,8584
41668,26091
41676,8982
41770,12173
41791,14094
41797,6926
41799,10964
41801,6082
41807,16568
41872,5660
41885,4555
44001,93999
44035,11407
44078,15600
44090,20158
44098,4958
44110,4340
44279,14134
44378,7950
44420,1592
44430,91789
44560,49011
44650,22393
44847,62988
44855,5476
44874,11006
47001,213730
47030,8367
47053,21907
47058,17769
47161,5929
47170,14444
47189,61066
47205,7430
47245,44408
47258,12264
47268,10417
47288,43803
47318,17912
47460,11229
47541,7932
47545,7565
47551,27153
47555,43452
47570,14553
47605,7549
47660,6861
47675,6755
47692,12683
47703,6146
47707,12768
47720,6628
47745,11670
47798,10992
47960,7340
47980,28435
50001,100299
50006,26380
50110,1610
50124,2521
50150,3259
50223,3359
50226,6334
50245,1642
50251,5783
50270,2862
50287,6492
50313,27975
50318,5287
50325,5758
50330,6573
50350,7915
50370,6753
50400,8406
50450,6728
50568,15334
50573,16445
50577,7061
50590,7856
50606,4830
50680,4055
50683,5151
50686,1053
50689,7449
50711,13500
52001,200635
52019,7912
52022,6645
52036,8037
52051,6247
52079,22490
52083,4701
52110,11645
52203,7627
52207,8794
52210,6561
52215,12132
52224,10321
52227,23450
52233,6902
52240,7277
52250,14452
52254,5587
52256,8876
52258,11725
52260,14394
52287,6082
52317,15526
52320,11938
52323,4339
52352,6219
52354,6199
52356,68550
52378,11850
52381,9109
52385,3805
52390,5640
52399,14447
52405,8366
52411,9747
52418,9475
52427,8484
52435,8491
52473,10038
52480,2490
52490,13878
52506,5559
52520,4667
52540,8665
52560,9216
52565,4452
52573,5181
52585,9893
52612,13961
52621,10088
52678,27660
52683,16306
52685,6120
52687,12773
52693,12035
52694,5933
52696,9355
52699,9001
52720,5389
52786,13034
52788,8657
52835,108239
52838,27256
52885,7909
54001,287003
54003,23550
54051,6202
54099,4206
54109,4833
54125,2273
54128,7073
54172,8968
54174,8206
54206,14863
54223,6659
54239,3657
54245,13056
54250,11155
54261,15062
54313,4587
54344,8239
54347,3428
54377,5042
54385,7029
54398,7438
54405,26856
54418,3280
54480,3117
54498,51035
54518,21110
54520,3578
54553,8387
54599,4531
54660,7662
54670,7975
54673,2568
54680,2504
54720,16788
54743,4473
54800,12170
54810,26780
54820,10804
54871,3554
54874,52285
63001,97962
63111,2624
63130,37652
63190,14911
63212,4971
63272,9212
63302,8068
63401,21310
63470,28195
63548,5728
63594,22218
63690,4328
66001,118781
66045,7939
66075,4694
66088,17437
66170,48543
66318,8822
66383,5666
66400,12523
66440,11045
66456,11698
66572,9251
66594,20832
66682,25289
66687,9577
68001,147742
68013,1747
68020,2409
68051,6491
68077,7600
68079,4382
68081,70170
68092,3252
68101,8677
68121,1653
68132,763
68147,4792
68152,4805
68160,1828
68162,5367
68167,7798
68169,2279
68176,2222
68179,3634
68190,22937
68207,5311
68209,1931
68211,2203
68217,5546
68229,6493
68235,12551
68245,1684
68250,3410
68255,10086
68264,2261
68266,3585
68271,5257
68276,65998
68296,2702
68298,3141
68307,34671
68318,6244
68320,3320
68322,1488
68324,2795
68327,2910
68344,1913
68368,2826
68370,1258
68377,4852
68385,9291
68397,4853
68406,14522
68418,5495
68425,2162
68432,8842
68444,3515
68464,7992
68468,4900
68498,4332
68500,5840
68502,4916
68522,1191
68524,1780
68533,2635
68547,25832
68549,2366
68572,7073
68573,3594
68575,14979
68615,16370
68655,13120
68669,8306
68673,2598
68679,14992
68682,2168
68684,4279
68686,2485
68689,20470
68705,1705
68720,3328
68745,6724
68755,11399
68770,7053
68773,7019
68780,2657
68820,4787
68855,3646
68861,10348
68867,872
68872,5340
68895,5359
70001,145156
70110,7177
70124,9520
70204,5994
70215,26517
70221,7669
70230,4036
70233,7171
70235,11163
70265,13813
70400,8238
70418,15247
70429,28231
70473,9235
70508,15637
70523,8067
70670,31985
70678,21519
70702,10067
70708,39130
70713,32371
70717,9956
70742,20903
70771,20178
70820,12560
70823,11066
73001,103968
73024,3446
73026,5146
73030,3536
73043,6865
73055,6806
73067,12271
73124,11182
73148,4463
73152,5033
73168,32304
73200,4991
73217,15816
73226,5363
73236,5154
73268,28574
73270,4747
73275,8842
73283,20065
73319,18785
73347,4226
73349,9445
73352,5483
73408,9631
73411,23139
73443,19004
73449,11921
73461,3213
73483,10618
73504,19699
73520,6260
73547,2292
73555,20770
73563,4559
73585,17353
73616,16332
73622,3456
73624,19314
73671,6893
73675,9207
73678,7579
73686,4317
73770,2921
73854,3808
73861,6534
73870,7504
73873,3453
76001,623221
76020,7150
76036,7843
76041,10256
76054,4157
76100,6393
76109,116136
76111,45942
76113,10958
76122,16746
76126,8178
76130,29044
76147,37462
76233,17958
76243,6353
76246,5536
76248,17482
76250,8461
76275,19268
76306,9392
76318,8672
76364,31655
76377,6643
76400,11212
76403,5499
76497,6591
76520,138768
76563,18224
76606,7198
76616,9793
76622,15174
76670,6233
76736,28210
76823,8434
76828,9622
76834,112659
76845,2907
76863,7312
76869,4429
76890,6433
76892,26375
76895,15711
81001,44832
81065,27786
81220,2814
81300,13935
81591,2743
81736,38971
81794,29545
85001,51763
85010,12064
85015,1169
85125,7722
85136,818
85139,6650
85162,8222
85225,7189
85230,6090
85250,22988
85263,6255
85279,878
85300,1964
85315,1142
85325,5349
85400,5836
85410,8829
85430,7524
85440,10305
86001,25920
86219,3905
86320,27661
86568,36643
86569,11213
86571,16986
86573,17046
86749,9538
86755,5303
86757,12981
86760,7053
86865,25491
86885,14715
88001,18272
88564,2071
91001,22704
91540,3639
94001,15317
95001,27217
95015,8484
95025,13017
95200,7449
97001,17589
97161,2622
97666,918
99001,7858
99524,8466
99624,2630
99773,25794
