DANE,Subsidiado
23574,27790
23580,33274
23586,14005
23660,63303
23670,44645
23672,26672
23675,31221
23678,19347
23682,3852
23686,36115
23807,84758
23815,35285
23855,32610
25001,6881
25019,3014
25035,6831
25040,8333
25053,7138
25086,1567
25095,1620
25099,2626
25120,4199
25123,5842
25126,10032
25148,11412
25151,12334
25154,6554
25168,3180
25175,16090
25178,6455
25181,7782
25183,11865
25200,5506
25214,6103
25224,2584
25245,11542
25258,3719
25260,4227
25269,27047
25279,8380
25281,5615
25286,13092
25288,3221
25290,51334
25293,4283
25295,2165
25297,7132
25299,2808
25307,48141
25312,4195
25317,5353
25320,16767
25322,2886
25324,1964
25326,3167
25328,2435
25335,3686
25339,2771
25368,2247
25372,5454
25377,6425
25386,13574
25394,7903
25398,5528
25402,8505
25407,6443
25426,4830
25430,14236
25436,3087
25438,6937
25473,19328
25483,1721
25486,4357
25488,3386
25489,2576
25491,3810
25506,4423
25513,15626
25518,3729
25524,3494
25530,4164
25535,7761
25572,8519
25580,2401
25592,3508
25594,4243
25596,5927
25599,5089
25612,4879
25645,5451
25649,7287
25653,3906
25658,4663
25662,6855
25718,5981
25736,2706
25740,13587
25743,14408
25745,6195
25754,100907
25758,2361
25769,4833
25772,4258
25777,3186
25779,5031
25781,1930
25785,4018
25793,3554
25797,4803
25799,4328
25805,3171
25807,2247
25815,10684
25817,4303
25823,3404
25839,7816
25841,5812
25843,15047
25845,5767
25851,3466
25862,6386
25867,2981
25871,1578
25873,11064
25875,13579
25878,10027
25885,12617
25898,2257
25899,27402
27001,83269
27006,11647
27025,22729
27050,6317
27073,10169
27075,10339
27077,16126
27099,11604
27135,5001
27150,5635
27160,3591
27205,11338
27245,6229
27250,11114
27361,25369
27372,3679
27413,10176
27425,7260
27430,11042
27450,8136
27491,7133
27495,7595
27580,5368
27600,7655
27615,23925
27660,4600
27745,3796
27787,18595
27800,11556
27810,4736
41001,153963
41006,26288
41013,6907
41016,12343
41020,18989
41026,2314
41078,6219
41132,23333
41206,6974
41244,2898
41298,51604
41306,17345
41319,15170
41349,5296
41357,8754
41359,22805
41378,12195
41396,46334
41483,4644
41503,10133
41518,4191
41524,15159
41530,10114
41548,10890
41551,87805
41615,13019
41660,10053
41668,28763
41676,9175
41770,14431
41791,14145
41797,7540
41799,10182
41801,6051
41807,16904
41872,5586
41885,4743
44001,158328
44035,14614
44078,17245
44090,25464
44098,7112
44110,5940
44279,20455
44378,11021
44420,1768
44430,132418
44560,58886
44650,31677
44847,109683
44855,7191
44874,17078
47001,281482
47030,11182
47053,22273
47058,27876
47161,8108
47170,16178
47189,78862
47205,8763
47245,63530
47258,16660
47268,14065
47288,54423
47318,23887
47460,17825
47541,8382
47545,9309
47551,35140
47555,62215
47570,20924
47605,7709
47660,10410
47675,7960
47692,16997
47703,7432
47707,18062
47720,9994
47745,17134
47798,12954
47960,7286
47980,43186
50001,139737
50006,27376
50110,2164
50124,2692
50150,4467
50223,3713
50226,7849
50245,1557
50251,6461
50270,3200
50287,8557
50313,28133
50318,5301
50325,4401
50330,6693
50350,7188
50370,7012
50400,8513
50450,7007
50568,20548
50573,16903
50577,7315
50590,8040
50606,5913
50680,4568
50683,4898
50686,1247
50689,9077
50711,13281
52001,194931
52019,7829
52022,7406
52036,7741
52051,6636
52079,31062
52083,5115
52110,18593
52203,7885
52207,9457
52210,6385
52215,14597
52224,9274
52227,32180
52233,7403
52240,8886
52250,15935
52254,5811
52256,8474
52258,13809
52260,13261
52287,6441
52317,17134
52320,12884
52323,5478
52352,6953
52354,6351
52356,84791
52378,14085
52381,9520
52385,3777
52390,5433
52399,24275
52405,9028
52411,9739
52418,9156
52427,8986
52435,8045
52473,10338
52480,2846
52490,17150
52506,6175
52520,5841
52540,11763
52560,11869
52565,5838
52573,7852
52585,16009
52612,16417
52621,10706
52678,28693
52683,17375
52685,6840
52687,16428
52693,12905
52694,6027
52696,10863
52699,8957
52720,6359
52786,14903
52788,9078
52835,134845
52838,35851
52885,8734
54001,344025
54003,26426
54051,7835
54099,4406
54109,4981
54125,2413
54128,8058
54172,9158
54174,8644
54206,14475
54223,6909
54239,3380
54245,12457
54250,10363
54261,15950
54313,4736
54344,8815
54347,3038
54377,4792
54385,7951
54398,7214
54405,32346
54418,3124
54480,3135
54498,60961
54518,22938
54520,4139
54553,9350
54599,4714
54660,7809
54670,8641
54673,2986
54680,2398
54720,17629
54743,4492
54800,12710
54810,26285
54820,12222
54871,3764
54874,59154
63001,97537
63111,2150
63130,36538
63190,15502
63212,4390
63272,8044
63302,7407
63401,22623
63470,30388
63548,5038
63594,23136
63690,3995
66001,135275
66045,8351
66075,4514
66088,19042
66170,58063
66318,9456
66383,5924
66400,14356
66440,12314
66456,12398
66572,12107
66594,22187
66682,31530
66687,9599
68001,160895
68013,1507
68020,2556
68051,6534
68077,14761
68079,4571
68081,80768
68092,3049
68101,8873
68121,1533
68132,640
68147,4966
68152,4555
68160,1652
68162,5659
68167,8021
68169,2231
68176,2268
68179,3742
68190,23256
68207,5509
68209,1984
68211,2492
68217,5108
68229,7061
68235,11874
68245,1686
68250,4036
68255,10126
68264,2347
68266,3494
68271,4915
68276,65632
68296,2807
68298,3018
68307,46692
68318,5951
68320,3693
68322,1430
68324,3365
68327,3274
68344,1934
68368,2877
68370,1169
68377,5280
68385,9508
68397,4754
68406,17472
68418,7310
68425,2173
68432,11062
68444,3944
68464,8071
68468,4706
68498,4107
68500,7354
68502,4503
68522,1114
68524,1813
68533,2942
68547,39273
68549,2270
68572,8148
68573,3742
68575,17246
68615,17398
68655,15722
68669,8297
68673,2371
68679,15825
68682,1974
68684,4278
68686,2327
68689,21340
68705,1732
68720,3569
68745,6752
68755,13023
68770,7700
68773,6497
68780,2692
68820,4253
68855,4244
68861,10999
68867,640
68872,5637
68895,5576
70001,243996
70110,8495
70124,12660
70204,6267
70215,45582
70221,8632
70230,4425
70233,9045
70235,18083
70265,15908
70400,10843
70418,19590
70429,35585
70473,12434
70508,22795
70523,11853
70670,38819
70678,24246
70702,11459
70708,59682
70713,47675
70717,15497
70742,27540
70771,23570
70820,21197
70823,17149
73001,166678
73024,3645
73026,6087
73030,4442
73043,8989
73055,7792
73067,16003
73124,14055
73148,5353
73152,5526
73168,40712
73200,5731
73217,24163
73226,7542
73236,6565
73268,34766
73270,5711
73275,10268
73283,23558
73319,22075
73347,4523
73349,12749
73352,6666
73408,11106
73411,26596
73443,21829
73449,11730
73461,3753
73483,15134
73504,28445
73520,8266
73547,2831
73555,26666
73563,6774
73585,18477
73616,21048
73622,4781
73624,21915
73671,9936
73675,12719
73678,8704
73686,5016
73770,2912
73854,4225
73861,8152
73870,8962
73873,4410
76001,644321
76020,9845
76036,10265
76041,14568
76054,4545
76100,12819
76109,198058
76111,51003
76113,11619
76122,19895
76126,10450
76130,32751
76147,57609
76233,24518
76243,7485
76246,6532
76248,24198
76250,9174
76275,35550
76306,12346
76318,15939
76364,43995
76377,8133
76400,21213
76403,8756
76497,8299
76520,126936
76563,24964
76606,10056
76616,13023
76622,21289
76670,7175
76736,32669
76823,11442
76828,14176
76834,113013
76845,3138
76863,7093
76869,5202
76890,7716
76892,42498
76895,19734
81001,50558
81065,29021
81220,3093
81300,15447
81591,3559
81736,40957
81794,33951
85001,61718
85010,20295
85015,1415
85125,8820
85136,885
85139,8369
85162,8780
85225,7127
85230,7581
85250,28328
85263,7139
85279,1257
85300,2009
85315,1342
85325,5686
85400,5201
85410,9857
85430,7376
85440,11076
86001,36390
86219,4201
86320,32772
86568,42106
86569,11558
86571,20359
86573,22527
86749,11087
86755,5417
86757,15348
86760,7902
86865,29584
86885,17139
88001,20359
88564,2207
91001,28589
91540,6336
94001,19059
95001,39930
95015,7666
95025,12391
95200,5986
97001,15917
97161,2466
97666,1022
99001,15526
99524,9725
99624,3042
99773,41059
