DANE,IPM
05,44.03
08,49.91
11,28.67
13,54.84
15,63.45
17,47.67
18,54.45
19,58.64
20,59.09
23,67.99
25,49.72
27,71.73
41,64.13
44,57.52
47,55.09
50,37.98
52,65.21
54,60.96
63,45.99
66,35.42
68,42.12
70,64.85
73,56.22
76,38.31
