DANE,IPM
5,31.3
8,43.84
11,15.59
13,49.2
15,46.58
17,39.57
18,44.33
19,64.3
20,53.6
23,63.66
25,25.26
27,64.86
41,53.31
44,64.33
47,58.08
50,32.33
52,56.14
54,43.12
63,43.27
66,33.1
68,21.45
70,63.69
73,45.11
76,30.56
